"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Peggy Parnass","2025-03-12","German-Swedish actress (''Nobody Loves Me'')","7811","False","Yes"
"Linda Williams","2025-03-12","American film scholar","7325","True","No"
"John French","2025-03-12","Australian racing driver","6110","False","Yes"
"Raúl Grijalva","2025-03-13","American politician","166572","False","Yes"
"John Feinstein","2025-03-13","American Hall of Fame sportswriter (''The Washington Post'', ''The Sporting News'') and author (''A Season on the Brink'')","147768","False","Yes"
"Sofia Gubaidulina","2025-03-13","Russian composer (''Offertorium'', ''The Canticle of the Sun'', Concerto for violin, cello and bayan)","55150","False","Yes"
"Sam Macaroni","2025-03-13","American actor (''National Lampoon's TV: The Movie'', ''Electric Apricot: Quest for Festeroo'')","53020","False","Yes"
"Yallunder","2025-03-13","South African singer","34448","False","Yes"
"Radiša Ilić","2025-03-13","Serbian footballer (Partizan, OFK Beograd, national team)","24474","False","Yes"
"A. A. M. S. Arefin Siddique","2025-03-13","Bangladeshi academic administrator","18038","True","No"
"Claude Verret","2025-03-13","Canadian ice hockey player (Buffalo Sabres, Trois-Rivières Draveurs, Rochester Americans)","7752","False","Yes"
"Maria Grazia Spina","2025-03-13","Italian actress (''Samson and the Slave Queen'', ''Toto vs. the Black Pirate'', ''Rugantino'')","6317","False","Yes"
"Miguel Macedo","2025-03-13","Portuguese politician","5469","False","Yes"
"Deb Mukherjee","2025-03-14","Indian actor (''Aansoo Ban Gaye Phool'', ''Karate'', ''Gudgudee'')","216371","False","Yes"
"Alan Simpson","2025-03-14","American politician","100394","False","Yes"
"Demyan Hanul","2025-03-14","Ukrainian activist (Right Sector)","40763","True","No"
"Virginia Newell","2025-03-14","American academic","25776","False","Yes"
"Dag Solstad","2025-03-14","Norwegian author (''Gymnaslærer Pedersens beretning om den store politiske vekkelse som har hjemsøkt vårt land'') and dramatist","22108","False","Yes"
"Red Lerille","2025-03-14","American bodybuilder","14315","False","Yes"
"Liu Hongru","2025-03-14","Chinese economist and banker","13834","False","Yes"
"Fred Eversley","2025-03-14","American sculptor","12564","False","Yes"
"Manfred Schukowski","2025-03-14","German academic teacher and author of works on astronomical clocks","11005","False","Yes"
"Ken Hall","2025-03-14","American football player (Edmonton Eskimos, Chicago Cardinals, Houston Oilers)","7989","False","Yes"
"Wings Hauser","2025-03-15","American actor (''Tough Guys Don't Dance'', ''The Siege of Firebase Gloria'', ''Vice Squad'')","316929","False","Yes"
"Les Binks","2025-03-15","Northern Irish Hall of Fame heavy metal drummer (Judas Priest)","70159","False","Yes"
"Slick Watts","2025-03-15","American basketball player (Seattle SuperSonics, New Orleans Jazz, Houston Rockets)","59743","False","Yes"
"Munir Shakir","2025-03-15","Pakistani Islamic cleric","45437","False","Yes"
"Nita Lowey","2025-03-15","American politician","39031","False","Yes"
"Delia Razon","2025-03-15","Filipino actress (''Rodrigo de Villa'', ''Gaano Kadalas ang Minsan?'', ''Ipagpatawad Mo'')","22497","False","Yes"
"Barbara Skrzypek","2025-03-15","Polish civil servant","22478","False","Yes"
"Bruce Dombolo","2025-03-15","French footballer (Pro Vasto, Marignane, Ancona) and actor","19079","False","Yes"
"Lenny Schultz","2025-03-15","American stand-up comedian","18185","False","Yes"
"Doris Fitschen","2025-03-15","German footballer (TSV Siegen, Philadelphia Charge, national team)","13058","False","Yes"
"Émilie Dequenne","2025-03-16","Belgian actress (''Rosetta'', ''Our Children'', ''Not My Type'')","191868","False","Yes"
"Jesse Colin Young","2025-03-16","American singer (The Youngbloods) and songwriter (""Darkness, Darkness"")","129931","False","Yes"
"Arvind Singh Mewar","2025-03-16","Indian royal and hotelier","110608","False","Yes"
"AnNa R.","2025-03-16","German singer (Rosenstolz, Gleis 8)","42467","False","Yes"
"Andrej Lazarov","2025-03-16","Macedonian footballer (GFK Tikvesh, NK Rudeš, KF Shkupi)","33426","False","Yes"
"Dik Wolfson","2025-03-16","Dutch economist (International Monetary Fund, International Institute of Social Studies)","16725","False","Yes"
"Bindu Ghosh","2025-03-16","Indian actress (''Kozhi Koovuthu'', ''Uruvangal Maralam'', ''Thoongathey Thambi Thoongathey'') and choreographer","14771","False","Yes"
"Tomáš Klouček","2025-03-16","Czech ice hockey player (New York Rangers, Nashville Predators, Atlanta Thrashers)","14405","False","Yes"
"Rob de Nijs","2025-03-16","Dutch singer and actor (''Hamelen'')","14037","False","Yes"
"Alex Wheatle","2025-03-16","British novelist","13587","False","Yes"
"John Hemingway","2025-03-17","Irish RAF pilot (Battle of Britain)","105100","False","Yes"
"Aurelio Martínez","2025-03-17","Honduran musician and politician","76567","False","Yes"
"Lee Shau-kee","2025-03-17","Hong Kong real estate investor","39513","False","Yes"
"Debendra Pradhan","2025-03-17","Indian politician","34385","False","Yes"
"Abu Ishaq al-Houweny","2025-03-17","Egyptian Islamic cleric","31515","False","Yes"
"Naseer Soomro","2025-03-17","Pakistani airline employee","19086","False","Yes"
"Mankombu Gopalakrishnan","2025-03-17","Indian lyricist","12274","False","Yes"
"Derrick Gaffney","2025-03-17","American football player (New York Jets)","11027","True","No"
"Marty Callner","2025-03-17","American television director (''Hard Knocks'')","9033","True","No"
"Ger FitzGerald","2025-03-17","Irish hurler (Midleton, Cork)","5560","False","Yes"
"Jessie Hoffman Jr.","2025-03-18","American convicted murderer","164889","False","Yes"
"Kanzi","2025-03-18","American bonobo","42558","False","Yes"
"Nadia Cassini","2025-03-18","American-Italian actress (''Il dio serpente'', ''Starcrash'', ''La dottoressa ci sta col colonnello'')","23299","False","Yes"
"Issam al-Da'alis","2025-03-18","Palestinian politician","16593","False","Yes"
"Abu Hamza","2025-03-18","Palestinian militant","14353","False","Yes"
"Fedor Malykhin","2025-03-18","Russian ice hockey player (Avtomobilist Yekaterinburg, Traktor Chelyabinsk, Spartak Moscow)","13224","False","Yes"
"Bedros Kirkorov","2025-03-18","Bulgarian-Russian singer","13116","False","Yes"
"Reinaldo Herrera","2025-03-18","Venezuelan-American socialite and journalist","12024","False","Yes"
"Antonio Gasalla","2025-03-18","Argentine actor (''Waiting for the Hearse'', ''The Truce'')","9734","False","Yes"
"Marshall Rauch","2025-03-18","American politician","8813","False","Yes"
"Aaron Gunches","2025-03-19","American convicted murderer","83116","False","Yes"
"George Bell","2025-03-19","American basketball player (Harlem Wizards, Harlem Globetrotters)","43715","False","Yes"
"Andrija Delibašić","2025-03-19","Montenegrin footballer (Partizan, Rayo Vallecano, national team)","34692","False","Yes"
"Sir Torquil Norman","2025-03-19","British businessman and arts philanthropist","26057","True","No"
"Eddie Adcock","2025-03-19","American bluegrass banjo player (The Country Gentlemen)","9713","False","Yes"
"Hafiz Hussain Ahmed","2025-03-19","Pakistani Islamic scholar and politician","5666","False","Yes"
"Sam Keen","2025-03-19","American author and philosopher","5189","False","Yes"
"Vasile Simionaș","2025-03-19","Romanian football player (Politehnica Iași, national team) and manager (Oțelul Galați)","4433","False","Yes"
"Ellen Ringier","2025-03-19","Swiss publisher","4017","False","Yes"
"Eisaku Satō","2025-03-19","Japanese politician","3540","False","Yes"
"Eddie Jordan","2025-03-20","Irish Formula One team owner (Jordan Grand Prix) and television presenter (''Top Gear'')","638200","False","Yes"
"Eddie James","2025-03-20","American convicted murderer and rapist","93607","False","Yes"
"Bill Cottrell","2025-03-20","American football player (Detroit Lions, Denver Broncos)","33490","True","No"
"Matt Stevens","2025-03-20","American football player (Buffalo Bills, Philadelphia Eagles, New England Patriots)","31913","False","Yes"
"Nona Faustine","2025-03-20","American photographer and visual artist","23777","False","Yes"
"Norm Clarke","2025-03-20","American journalist (''Las Vegas Review-Journal'')","23773","False","Yes"
"Osman Sınav","2025-03-20","Turkish film director (''Uzun Hikâye'')","20478","False","Yes"
"Afdera Franchetti","2025-03-20","Italian socialite","18892","False","Yes"
"Rico Suave","2025-03-20","Puerto Rican wrestler and manager (World Wrestling Council)","15604","False","Yes"
"Vitold Fokin","2025-03-20","Ukrainian politician","12086","False","Yes"
"George Foreman","2025-03-21","American boxer (two-time world heavyweight champion)","2879928","False","Yes"
"Kitty Dukakis","2025-03-21","American author and social activist","135467","False","Yes"
"Kenneth Sims","2025-03-21","American football player (Texas Longhorns, New England Patriots, Buffalo Bills)","22392","True","No"
"Filiz Akın","2025-03-21","Turkish actress (''Birds of Exile'', ''Tatlı Dillim'', ''Karateci Kız'')","21035","False","Yes"
"Rakesh Pandey","2025-03-21","Indian actor (''Sara Aakash'', ''Chotti Bahu'')","10916","False","Yes"
"Shmuel Agmon","2025-03-21","Israeli mathematician (Agmon's inequality)","9903","False","Yes"
"Vernon Hatton","2025-03-21","American basketball player (Cincinnati Royals, Philadelphia Warriors, St. Louis Hawks)","6301","False","Yes"
"Parvaneh Etemadi","2025-03-21","Iranian visual artist","4848","True","No"
"Devendra Sharma","2025-03-21","Indian politician","4382","False","Yes"
"Filippo Maria Pandolfi","2025-03-21","Italian politician","2821","False","Yes"
"Jessica Aber","2025-03-22","American lawyer","477724","False","Yes"
"Andy Peebles","2025-03-22","English radio DJ (BBC Radio 1)","68472","False","Yes"
"Bill Mercer","2025-03-22","American sportscaster (North Texas Mean Green, WCCW) and news reporter (assassination of John F. Kennedy)","24152","False","Yes"
"Livingstone Bramble","2025-03-22","Saint Kitts and Nevis professional boxer","23479","False","Yes"
"Alan Cuckston","2025-03-22","English harpsichordist","21105","False","Yes"
"Svetlana Broz","2025-03-22","Bosnian author and physician","15669","False","Yes"
"Alex Wyllie","2025-03-22","New Zealand rugby union player (Canterbury, national team) and coach (national team)","15426","False","Yes"
"Rolf Schimpf","2025-03-22","German actor (''Smuglere'', ''Mensch Bachmann'', ''Der Alte'')","13090","False","Yes"
"Larisa Golubkina","2025-03-22","Russian actress (''Hussar Ballad'', ''Give Me a Book of Complaints'', ''The Tale of Tsar Saltan'')","10783","False","Yes"
"Frank Chopp","2025-03-22","American politician","8586","False","Yes"
"Mia Love","2025-03-23","American politician","358092","False","Yes"
"Max Frankel","2025-03-23","American journalist (''The New York Times'')","31530","False","Yes"
"Salah al-Bardawil","2025-03-23","Palestinian politician","26197","True","thought
No"
"Dave Pelz","2025-03-23","American golf coach","13078","False","Yes"
"Gianfranco Barra","2025-03-23","Italian actor (''Banana Joe'', ''I nuovi mostri'', ''Bread and Chocolate'')","7888","False","Yes"
"Valerie Howarth, Baroness Howarth of Breckland","2025-03-23","British social worker and life peer","5991","False","Yes"
"Charles Strachey, 4th Baron O'Hagan","2025-03-23","British politician","5412","False","Yes"
"Alexandr Rabotnitskii","2025-03-23","Russian athlete","4723","True","No"
"Jesús Santos","2025-03-23","Spanish politician and trade unionist","4075","False","Yes"
"Krishna Lal Chadha","2025-03-23","Indian horticultural scientist","3749","False","Yes"
"Dick Carlson","2025-03-24","American journalist (Voice of America) and diplomat","50480","False","Yes"
"Hossam Shabat","2025-03-24","Palestinian journalist","25344","False","Yes"
"Roe Messner","2025-03-24","American building contractor (Heritage USA, World Harvest Church, Calvary Church)","16294","False","Yes"
"Michael Boudin","2025-03-24","American jurist","9786","False","Yes"
"Fritz Streletz","2025-03-24","German army general","8084","False","Yes"
"Susan Tose Spencer","2025-03-24","American businesswoman and football executive (Philadelphia Eagles)","4531","False","Yes"
"David Kristol","2025-03-24","American chemist and academic","4116","True","No"
"Vladimir Andreyev","2025-03-24","Russian military officer","4053","False","Yes"
"Kuo Yao-chi","2025-03-24","Taiwanese politician","3999","False","Yes"
"Michael Friedman","2025-03-24","American philosopher","2419","True","No"
"Manoj Bharathiraja","2025-03-25","Indian actor (''Annakodi'', ''Baby'')","522550","False","Yes"
"Shihan Hussaini","2025-03-25","Indian actor (''Punnagai Mannan'', ''Velaikkaran'', ''Unnai Solli Kutramillai'') and karateka","104546","False","Yes"
"Terry Manning","2025-03-25","American recording engineer (''Led Zeppelin III'', ''Let's Stay Together'', ''Eliminator'')","41472","True","No"
"Masahiro Shinoda","2025-03-25","Japanese film director (''MacArthur's Children'', ''Childhood Days'', ''Moonlight Serenade'') and screenwriter","35833","False","Yes"
"Denis Arndt","2025-03-25","American actor (''Heisenberg'', ''Basic Instinct'', ''S.W.A.T.'')","31600","True","No"
"Alice Tan Ridley","2025-03-25","American singer (''America's Got Talent'')","28437","False","Yes"
"Sanjida Khatun","2025-03-25","Bangladeshi musicologist","21766","False","Yes"
"J. Bennett Johnston","2025-03-25","American politician","16745","False","Yes"
"Juan Aguilera","2025-03-25","Spanish tennis player","11959","True","No"
"Andrew Cohen","2025-03-25","American spiritual teacher and author","8645","False","Yes"
"Stef Wertheimer","2025-03-26","German-born Israeli industrialist and politician","28470","False","Yes"
"Fuad Noman","2025-03-26","Brazilian politician","28300","False","Yes"
"Wes Watkins","2025-03-26","American politician","28221","False","Yes"
"Estelito Mendoza","2025-03-26","Filipino politician","21275","False","Yes"
"Kerry Greenwood","2025-03-26","Australian author (''Cocaine Blues'', ''Death at Victoria Dock'', ''The Broken Wheel'')","19795","False","Yes"
"Ray Barra","2025-03-26","American ballet dancer (Stuttgart Ballet) and choreographer (Berlin State Ballet, Spanish National Dance Company)","18120","False","Yes"
"David Childs","2025-03-26","American architect (One World Trade Center)","18066","False","Yes"
"Carole Keeton Strayhorn","2025-03-26","American politician","14705","False","Yes"
"Karuppasamy Pandian","2025-03-26","Indian politician","7297","True","No"
"Nick Lalich","2025-03-26","Australian politician","6201","False","Yes"
"Christina McKelvie","2025-03-27","Scottish politician","63071","False","Yes"
"Peter Lever","2025-03-27","English cricketer (Lancashire, Tasmania, national team)","26431","False","Yes"
"Berkin Usta","2025-03-27","Turkish Olympic alpine skier (2022)","21462","False","Yes"
"Hans-Josef Klauck","2025-03-27","German Franciscan theologian and religious historian (University of Würzburg, University of Chicago Divinity School)","16972","True","No"
"Loretta Schrijver","2025-03-27","Dutch newsreader and television presenter","13912","False","Yes"
"Hy Eisman","2025-03-27","American comic artist and writer (''The Katzenjammer Kids'', ''Little Lulu'', ''Popeye'')","11436","False","Yes"
"Ku Feng","2025-03-27","Hong Kong actor (''The Love Eterne'', ''Between Tears and Laughter'', ''Come Drink with Me'')","9540","True","No"
"Jemini the Gifted One","2025-03-27","American rapper","7628","False","Yes"
"Brad Holland","2025-03-27","American artist","5823","False","Yes"
"Motleb bin Abdullah Al-Nafisah","2025-03-27","Saudi Arabian politician","4658","False","Yes"
"Young Scooter","2025-03-28","American rapper","387238","False","Yes"
"Heloísa Teixeira","2025-03-28","Brazilian writer","21158","False","Yes"
"Hennadiy Horbenko","2025-03-28","Ukrainian Olympic hurdler (2000)","7130","False","Yes"
"Ronald A. Katz","2025-03-28","American inventor and humanitarian","6089","False","Yes"
"Olegario Vázquez Raña","2025-03-28","Mexican sports shooter and businessman","5599","False","Yes"
"Susan Owens","2025-03-28","American jurist","5170","False","Yes"
"Alfredo","2025-03-28","Brazilian footballer (Palmeiras, Cruzeiro, national team)","4733","False","Yes"
"Armando Osma","2025-03-28","Colombian football player (Deportivo Cali, Deportes Tolima) and manager (Manta)","4488","False","Yes"
"Najmuddin Shaikh","2025-03-28","Pakistani diplomat","4342","False","Yes"
"Juma Mwapachu","2025-03-28","Tanzanian politician","3778","False","Yes"
"Richard Chamberlain","2025-03-29","American actor (''Dr. Kildare'', ''The Thorn Birds'', ''Shōgun'')","1266495","False","Yes"
"Nancy Bea Hefley","2025-03-29","American stadium organist (Dodger Stadium)","13855","False","Yes"
"Ken Bruen","2025-03-29","Irish crime fiction writer","10041","False","Yes"
"Ángel del Pozo","2025-03-29","Spanish actor (''Horror Express'', ''The Big Gundown'', ''Treasure Island'')","7232","True","No"
"Virgilio Garcillano","2025-03-29","Filipino civil servant","6861","False","Yes"
"Dick Damron","2025-03-29","Canadian country singer and songwriter","5445","False","Yes"
"Robert E. Jones","2025-03-29","American jurist","3783","False","Yes"
"Stefan Hula Sr.","2025-03-29","Polish Olympic Nordic combined skier (1972, 1976)","3449","False","Yes"
"László Miske","2025-03-29","Hungarian actor","2247","False","Yes"
"Gerd Poppe","2025-03-29","German politician","1817","False","Yes"
"Richard Norton","2025-03-30","Australian actor (''Mad Max: Fury Road'', ''Equalizer 2000'', ''Mr. Nice Guy'')","143488","False","Yes"
"Andrew Krakouer","2025-03-30","Australian footballer (Richmond, Collingwood)","72284","False","Yes"
"Barbara Frischmuth","2025-03-30","Austrian writer","32246","False","Yes"
"Lee Montague","2025-03-30","English actor (''The Camp on Blood Island'', ''Deadlier Than the Male'', ''Jesus of Nazareth'')","30569","False","Yes"
"Jim Quinn","2025-03-30","American radio personality (''The War Room with Quinn and Rose'')","20488","False","Yes"
"Enrique Bátiz","2025-03-30","Mexican pianist and conductor","15581","False","Yes"
"Stanley Kalms, Baron Kalms","2025-03-30","British businessman","10131","False","Yes"
"Pachomius","2025-03-30","Egyptian Coptic Orthodox prelate","6104","False","Yes"
"Tarun Agarwal","2025-03-30","Indian jurist","4072","False","Yes"
"Leandro Lima","2025-03-30","Brazilian footballer (São Bernardo FC, FK Pardubice)","3727","False","Yes"
"Sian Barbara Allen","2025-03-31","American actress (''Scream, Pretty Peggy'', ''The Lindbergh Kidnapping Case'', ''You'll Like My Mother'')","143288","False","Yes"
"IMDb","2025-03-31","","118025","False","Yes"
"Volkan Konak","2025-03-31","Turkish folk singer","61600","False","Yes"
"Betty Webb","2025-03-31","English code breaker","56591","False","Yes"
"Patty Maloney","2025-03-31","American actress (''Star Wars Holiday Special'', ''Far Out Space Nuts'', ''The Little Rascals'')","56222","False","Yes"
"Mark Laforest","2025-03-31","Canadian ice hockey player (Philadelphia Flyers, Detroit Red Wings, Toronto Maple Leafs)","42977","True","No"
"Chang Je-won","2025-03-31","South Korean politician","10708","False","Yes"
"Yves Boisset","2025-03-31","French film director (''The Assassination'', ''The Common Man'', ''Le Juge Fayard dit Le Shériff'') and screenwriter","8020","False","Yes"
"Willy Naessens","2025-03-31","Belgian industrialist","7950","True","No"
"Tim Mohr","2025-03-31","German-American writer and editor","7749","False","Yes"
"Val Kilmer","2025-04-01","American actor (''Top Gun'', ''The Doors'', ''Batman Forever'')","6774069","False","Yes"
"Johnny Tillotson","2025-04-01","American singer-songwriter (""Poetry in Motion"", ""It Keeps Right On a-Hurtin'"", ""Without You"")","86381","False","Yes"
"Michael Hurley","2025-04-01","American folk singer-songwriter (''Have Moicy!'', ''Snockgrass'', ''Watertower'')","68339","True","No"
"John Vella","2025-04-01","American football player (Oakland Raiders, Minnesota Vikings)","19741","False","Yes"
"George Freeman","2025-04-01","American jazz guitarist (''Birth Sign'', ''New Improved Funk'', ''Man & Woman'')","15505","True","No"
"Dave Täht","2025-04-01","American network engineer","12564","False","Yes"
"Leandro Domingues","2025-04-01","Brazilian footballer (Vitória, Kashiwa Reysol, Yokohama FC)","8922","False","Yes"
"Charles H. Jacoby Jr.","2025-04-01","American general","7967","False","Yes"
"Deepak Bohara","2025-04-01","Nepalese politician","7487","False","Yes"
"Stanley O. Ikenberry","2025-04-01","American academic","5523","True","No"
"Khamtai Siphandone","2025-04-02","Laotian politician","45068","False","Yes"
"Petra Krause","2025-04-02","German-Italian communist militant and weapons smuggler","12516","False","Yes"
"M. Hasna Maznavi","2025-04-02","American writer","7941","False","Yes"
"Alois Švehlík","2025-04-02","Czech actor (''Forbidden Dreams'', ''Alois Nebel'', ''On the Roof'') and theater pedagogue","6215","False","Yes"
"Johnny King","2025-04-02","English footballer (Crewe Alexandra, Stoke City, Cardiff City)","4811","False","Yes"
"Greg Zito","2025-04-02","American politician","2548","False","Yes"
"Matt Hassett","2025-04-02","Irish hurler (Toomevara, Tipperary)","2265","False","Yes"
"Zdravko Pečar","2025-04-02","Slovenian Olympic discus thrower (1972)","2154","True","No"
"Suzanne Rand","2025-04-02","American actress and comedian","1627","True","No"
"Franklin Stahl","2025-04-02","American molecular biologist (Meselson–Stahl experiment)","1314","True","No"
"Theodore McCarrick","2025-04-03","American laicized Roman Catholic cardinal","194449","False","Yes"
"Mick O'Dwyer","2025-04-03","Irish Gaelic football player (Waterville, South Kerry) and manager (Kerry)","46885","False","Yes"
"John Saint Ryan","2025-04-03","English actor (''Coronation Street'', ''Roar'', ''Squanto: A Warrior's Tale'') and equestrian","38585","False","Yes"
"Mirawas","2025-04-03","Pakistani comedian","23511","False","Yes"
"Andreas Prinz von Sachsen-Coburg und Gotha","2025-04-03","German landowner","18244","False","Yes"
"Dean Wells","2025-04-03","American football player (Seattle Seahawks, Carolina Panthers, New England Patriots)","18143","False","Yes"
"Margarita Xhepa","2025-04-03","Albanian actress (People's Artist of Albania)","12863","False","Yes"
"Andy Wharton","2025-04-03","English footballer (Burnley, Torquay United, Chester City)","6361","True","No"
"Ladislas Orsy","2025-04-03","Hungarian theologian","4763","True","No"
"Daniel Kluger","2025-04-03","Israeli writer","3284","False","Yes"
"Manoj Kumar","2025-04-04","Indian actor (''Kranti'', ''Upkar'', ''Roti Kapada Aur Makaan'')","765181","False","Yes"
"Ravikumar","2025-04-04","Indian actor (''Ullasa Yaathra'', ''Aanandham Paramaanandham'', ''Ee Manohara Theeram'')","45491","False","Yes"
"Ray Seals","2025-04-04","American football player (Pittsburgh Steelers)","25638","False","Yes"
"Petro Georgiou","2025-04-04","Greek-born Australian politician","23367","False","Yes"
"Jim Brandenburg","2025-04-04","American environmentalist and wildlife photographer","11650","True","No"
"Paul Karo","2025-04-04","Scottish-born Australian actor (''Quiet Night'', ''The Box'', ''Prisoner'')","11631","True","No"
"Gene Ward","2025-04-04","American politician","7636","True","No"
"Tony Rundle","2025-04-04","Australian politician","5891","False","Yes"
"Peter Turang","2025-04-04","Indonesian Roman Catholic prelate","4571","False","Yes"
"Paul Fierlinger","2025-04-04","Czech-American animator and director (''My Dog Tulip'')","4000","True","No"
"David A. Siegel","2025-04-05","American hotelier","95028","False","Yes"
"Shigeaki Hattori","2025-04-05","Japanese racing driver (Indy Racing League, NASCAR Craftsman Truck Series) and team owner (Hattori Racing Enterprises)","23575","False","Yes"
"Pasha Technique","2025-04-05","Russian rapper and music producer","23505","False","Yes"
"Colin Fox","2025-04-05","Canadian actor (''Psi Factor'', ''Atomic Betty'', ''Tommy Boy'')","16927","False","Yes"
"Peter Stuhlmacher","2025-04-05","German Protestant theologian and biblical scholar","11969","False","Yes"
"Corrin Brooks-Meade","2025-04-05","English-born Montserratian footballer (Alki Larnaca, Nea Salamis, Montserrat national team)","11685","False","Yes"
"Antonello Fassari","2025-04-05","Italian actor (''Romanzo Criminale'', ''The Goodbye Kiss'', ''Suburra'') and comedian","10020","False","Yes"
"Cedric Dempsey","2025-04-05","American sports administrator","7963","False","Yes"
"Carl Warwick","2025-04-05","American baseball player (St. Louis Cardinals, Houston Colt .45s, Baltimore Orioles)","7624","False","Yes"
"Mouhcine Bouhlal","2025-04-05","Moroccan footballer (FAR Rabat, national team, 1992 Olympics)","6570","False","Yes"
"Jay North","2025-04-06","American actor (''Dennis the Menace'', ''Maya'', ''Arabian Knights'')","676925","False","Yes"
"Clem Burke","2025-04-06","American Hall of Fame drummer (Blondie)","339833","False","Yes"
"Roberto De Simone","2025-04-06","Italian stage director and composer (''La Gatta Cenerentola'')","25417","False","Yes"
"Jorge Bolaño","2025-04-06","Colombian footballer (Atlético Junior, Parma, national team)","21246","False","Yes"
"Peter Geiger","2025-04-06","Liechtensteiner historian","19410","False","Yes"
"Victor Omololu Olunloyo","2025-04-06","Nigerian mathematician and politician","13348","False","Yes"
"Peter McEvoy","2025-04-06","British golfer","13253","False","Yes"
"Anna Slováčková","2025-04-06","Czech singer (''Tvoje tvář má známý hlas'') and actress (''Ordinace v růžové zahradě 2'')","10664","False","Yes"
"Kosala Jayaweera","2025-04-06","Sri Lankan politician","8637","True","No"
"Sam Pee Yalley","2025-04-06","Ghanaian lawyer and government official","7877","False","Yes"
"Greg Millen","2025-04-07","Canadian ice hockey player (St. Louis Blues, Hartford Whalers) and sportscaster (''Hockey Night in Canada'')","136312","False","Yes"
"William Finn","2025-04-07","American composer (''Falsettos'', ''A New Brain'', ''The 25th Annual Putnam County Spelling Bee'')","61546","False","Yes"
"Joey D. Vieira","2025-04-07","American actor (''Lassie'', ''The Patriot'', ''Ferris Bueller's Day Off'')","32842","True","No"
"Murdaya Poo","2025-04-07","Indonesian businessman and politician","21078","False","Yes"
"Drew Zingg","2025-04-07","American guitarist","16829","False","Yes"
"Keith Bakker","2025-04-07","American-Dutch mental health practitioner and convicted criminal","12910","False","Yes"
"Edith Nawakwi","2025-04-07","Zambian economist and politician","11799","False","Yes"
"Marvin Levy","2025-04-07","American film publicist (DreamWorks Pictures, Amblin Entertainment, Columbia Pictures)","8575","False","Yes"
"Kenny Adams","2025-04-07","American Hall of Fame boxing trainer","6469","False","Yes"
"Alex Faulkner","2025-04-07","Canadian ice hockey player (Toronto Maple Leafs, Detroit Red Wings)","6424","False","Yes"
"Rubby Pérez","2025-04-08","merengue singer[https://elnacional","609620","False","Yes"
"Nicky Katt","2025-04-08","American actor (''Dazed and Confused'', ''Boston Public'', ''Boiler Room'')","526164","False","Yes"
"Octavio Dotel","2025-04-08","baseball player (Houston Astros, St. Louis Cardinals, New York Mets)[https://www","391952","False","Yes"
"Dominicans","2025-04-08","killed in the Jet Set nightclub roof collapse:","320974","False","Yes"
"Tony Blanco","2025-04-08","baseball player (Chunichi Dragons, Yokohama DeNA BayStars, Orix Buffaloes)[https://www","176103","True","No"
"Nelsy Cruz","2025-04-08","politician","81322","False","Yes"
"Lenny Welch","2025-04-08","American pop singer","20797","True","No"
"Amara Essy","2025-04-08","Ivorian diplomat and politician","20781","False","Yes"
"Pascal Dozie","2025-04-08","Nigerian businessman and banker","18772","False","Yes"
"Aurélio Pereira","2025-04-08","Portuguese football coach and youth player scout","12054","False","Yes"
"Ray Shero","2025-04-09","American ice hockey executive (Pittsburgh Penguins, New Jersey Devils)","110284","True","No"
"Kumari Ananthan","2025-04-09","Indian politician","51630","True","No"
"Kim Shin-jo","2025-04-09","North Korean soldier (Unit 124)","37955","True","No"
"Mel Novak","2025-04-09","American actor (''Game of Death'', ''Black Belt Jones'', ''An Eye for an Eye'')","37534","True","No"
"Roberto Cani","2025-04-09","Italian violinist","21423","True","No"
"David Sassoon","2025-04-09","British fashion designer","19140","True","No"
"Abel Rodríguez","2025-04-09","Colombian indigenous visual artist and plant expert","18867","True","No"
"Andrew Gross","2025-04-09","American author (''Reckless'', ''The Jester'', ''3rd Degree'')","8525","True","No"
"Sean King","2025-04-09","Australian footballer (West Coast Eagles)","7571","True","No"
"Luis Felipe Noé","2025-04-09","Argentine painter and writer","4809","True","No"
"Leo Beenhakker","2025-04-10","Dutch football manager (Ajax, Real Madrid, national team)","126582","True","No"
"Ted Kotcheff","2025-04-10","Canadian-Bulgarian film director (''First Blood'', ''Weekend at Bernie's'', ''Fun with Dick and Jane'')","80075","True","No"
"Titiek Puspa","2025-04-10","Indonesian singer and songwriter","60295","True","No"
"Lucy Markovic","2025-04-10","Australian model and reality television show contestant (''Australia's Next Top Model'')","53340","True","No"
"Mario Ernesto Sánchez","2025-04-10","Cuban-American actor (''Miami Vice'', ''The Specialist'') and businessman","29757","True","No"
"Agustín Escobar","2025-04-10","Spanish businessman","25458","True","No"
"Nino Tempo","2025-04-10","American singer (Nino Tempo & April Stevens, ""Deep Purple"") and saxophonist (The Wrecking Crew)","19776","True","No"
"Peter Lovesey","2025-04-10","British writer (''Sergeant Cribb'', ''The Last Detective'', ''The False Inspector Dew'')","12990","False","Yes"
"Oleksandr Kosevych","2025-04-10","Ukrainian football player","4759","True","No"
"Clifford Lynch","2025-04-10","American computer scientist","4559","False","Yes"
"Mikal Mahdi","2025-04-11","American convicted spree killer","191040","True","No"
"Mike Berry","2025-04-11","English singer (""The Sunshine of Your Smile"") and actor (''Are You Being Served?'', ''Worzel Gummidge'')","114038","True","No"
