"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Gerard Kennedy","2025-04-21","Australian actor (''Hunter'', ''Division 4'', ''Skyways'')","40955","False","Yes"
"Zakir Qureshi","2025-04-21","Pakistani television chef (Hum TV, Masala TV)","17515","False","Yes"
"Lar Park Lincoln","2025-04-22","American actress (''House II: The Second Story'', ''Friday the 13th Part VII: The New Blood'', ''Knots Landing'')","191080","False","Yes"
"Puan Noor Aishah","2025-04-22","Singaporean activist and scouting leader","68614","True","No"
"Kang Ji-yong","2025-04-22","South Korean footballer (Bucheon, Gangwon, Pohang Steelers)","34479","False","Yes"
"Zurab Tsereteli","2025-04-22","Russian-Georgian sculptor (''Birth of the New World'', ''To the Struggle Against World Terrorism'')","27008","False","Yes"
"Keith Stackpole","2025-04-22","Australian cricketer (Victoria, national team)","20821","False","Yes"
"David Briggs","2025-04-22","American Hall of Fame keyboardist (Muscle Shoals Rhythm Section, The Nashville A-Team, TCB Band) and record producer","16851","False","Yes"
"Steve McMichael","2025-04-23","American Hall of Fame football player (Chicago Bears) and professional wrestler (WCW)","383361","True","No"
"Lulu Roman","2025-04-23","American comedian (''Hee Haw'') and gospel singer","114188","False","Yes"
"David Thomas","2025-04-23","American singer (Rocket from the Tombs, Pere Ubu) and songwriter (""30 Seconds Over Tokyo"")","58471","False","Yes"
"Tom Brown","2025-04-23","American football player (Green Bay Packers, Washington Redskins) and baseball player (Washington Senators)","31177","True","No"
"Jim Herriot","2025-04-23","Scottish footballer (Dunfermline Athletic, Birmingham City, national team)","24823","True","No"
"Waltraut Haas","2025-04-23","Austrian actress (''Der Hofrat Geiger'', ''Mariandl'', ''The White Horse Inn'')","24446","True","No"
"Jonnie Boer","2025-04-23","Dutch chef and restaurant owner (De Librije)","24325","False","Yes"
"Rob Holland","2025-04-24","American aerobatic pilot","125753","True","No"
"Kari Løvaas","2025-04-24","Norwegian opera singer","30752","True","No"
"Virginia Giuffre","2025-04-25","American-Australian justice advocate","1085703","False","Yes"
"Philip Lowrie","2025-04-25","English actor (''Coronation Street'', ''Victoria Wood'', ''Home Fires'')","88666","False","Yes"
"Alexis Herman","2025-04-25","American politician and social worker","76260","False","Yes"
"Yaroslav Moskalik","2025-04-25","Russian general","66316","False","Yes"
"Krishnaswamy Kasturirangan","2025-04-25","Indian space scientist and politician","52674","False","Yes"
"Walt Jocketty","2025-04-25","American baseball executive (St. Louis Cardinals, Cincinnati Reds)","28055","False","Yes"
"J. C. Snead","2025-04-25","American golfer","17775","True","No"
"Joshua Clover","2025-04-26","American poet and writer","31037","False","Yes"
"Jair da Costa","2025-04-26","Brazilian footballer (Portuguesa, Inter Milan, national team)","23921","True","No"
"Charles Beare","2025-04-26","British violin expert and craftsman","22722","True","No"
"M. G. S. Narayanan","2025-04-26","Indian historian","22587","False","Yes"
"Jiggly Caliente","2025-04-27","Filipino-American drag performer (''RuPaul's Drag Race, Drag Race Philippines'') and actress (''Pose'')","313038","True","No"
"Stan Love","2025-04-27","American basketball player (Baltimore Bullets, Los Angeles Lakers, San Antonio Spurs)","180857","False","Yes"
"Dick Barnett","2025-04-27","American basketball player (New York Knicks, Los Angeles Lakers, Syracuse Nationals)","66266","False","Yes"
"Cora Sue Collins","2025-04-27","American actress (''The Adventures of Tom Sawyer'', ''Anna Karenina'', ''The Unexpected Father'')","31204","True","No"
"Wizz Jones","2025-04-27","English acoustic guitarist and singer-songwriter","19232","False","Yes"
"Mike Peters","2025-04-28","Welsh rock singer (The Alarm, Big Country) and songwriter (""Sixty Eight Guns"")","185811","False","Yes"
"Priscilla Pointer","2025-04-28","American actress (''Carrie'', ''Dallas'', ''Blue Velvet'')","140273","True","No"
"Shaji N. Karun","2025-04-28","Indian film director (''Piravi'', ''Swaham'', ''Vanaprastham'')","57611","False","Yes"
"Peter Bosustow","2025-04-28","Australian footballer (Perth, Carlton)","23549","True","No"
"Jane Gardam","2025-04-28","English writer (''The Queen of the Tambourine'', ''Old Filth'', ''God on the Rocks'')","17091","True","No"
"David Horowitz","2025-04-29","American writer and activist","199890","True","No"
"Roy Cooper","2025-04-29","American rodeo cowboy","108357","True","No"
"Samuel Escobar","2025-04-29","Peruvian theologian","34925","True","No"
"Christfried Schmidt","2025-04-29","German composer and arranger","21165","True","No"
"IMDb","2025-04-30","","109028","False","Yes"
"Inah Canabarro Lucas","2025-04-30","Brazilian supercentenarian","108739","True","No"
"Jeff Sperbeck","2025-04-30","American sports agent","76950","False","Yes"
"Ruth Buzzi","2025-05-01","American comedian (''Rowan & Martin's Laugh-In'') and actress (''Sesame Street'', ''That Girl'')","648978","False","Yes"
"Jill Sobule","2025-05-01","American singer-songwriter (""I Kissed a Girl"", ""Supermodel"")","394880","False","Yes"
"Ricky Davao","2025-05-01","Filipino actor (''Ang Padrino'', ''Kung Aagawin Mo ang Lahat sa Akin'') and television director (''!Oka Tokat'')","213385","True","No"
"Jeffrey Hutchinson","2025-05-01","American convicted murderer","54097","False","Yes"
"Charley Scalies","2025-05-01","American actor (''The Wire'', ''The Sopranos'', ''Liberty Heights'')","42700","False","Yes"
"Tania Marie Caringi","2025-05-01","American-Italian model","22774","False","Yes"
"Girija Vyas","2025-05-01","Indian politician","21421","True","No"
"Jackson Guice","2025-05-01","American comics artist (''Superman'', ''Captain America'')","18523","False","Yes"
"George Ryan","2025-05-02","American politician","44213","True","No"
"Sir Bob Jones","2025-05-02","New Zealand property investor and politician","27173","True","No"
"Jim Dent","2025-05-02","American golfer","24482","False","Yes"
"Jim Smith","2025-05-02","American animator (''The Ren & Stimpy Show'', ''Samurai Jack'')","20002","False","Yes"
"Sırrı Süreyya Önder","2025-05-03","Turkish actor","65000","False","Yes"
"Sivananda","2025-05-03","Indian yoga teacher and longevity claimant","39361","True","No"
"Greg Cannom","2025-05-03","American makeup artist (''Bram Stoker's Dracula'', ''Mrs. Doubtfire'', ''The Curious Case of Benjamin Button'')","24543","False","Yes"
"Walid Mostafa","2025-05-03","Egyptian media executive","19347","False","Yes"
"Steve Pepoon","2025-05-03","American television writer (''ALF'', ''Get a Life'', ''The Wild Thornberrys'')","18166","False","Yes"
"Humaira Ali","2025-05-03","Pakistani actress (''Jab We Wed'', ''Sammi'')","18071","False","Yes"
"Jochen Mass","2025-05-04","German racing driver (Formula One)","56688","True","No"
"Julia Alexander","2025-05-04","American art historian and curator","47702","False","Yes"
"Ghulam Mohammad Vastanvi","2025-05-04","Indian Islamic scholar","44589","False","Yes"
"Marianne, Princess zu Sayn-Wittgenstein-Sayn","2025-05-04","German aristocrat and photographer","21765","True","No"
"Peter McParland","2025-05-04","Northern Irish football player (Aston Villa, national team) and manager (Glentoran)","17175","True","No"
"Tom Youngs","2025-05-04","English footballer (Cambridge United, Northampton Town, Bury)","15419","False","Yes"
"Squire Parsons","2025-05-05","American Southern gospel singer-songwriter","38348","False","Yes"
"Joan O'Brien","2025-05-05","American actress (''It Happened at the World's Fair'', ''Operation Petticoat'', ''Get Yourself a College Girl'')","25370","True","No"
"May Abrahamse","2025-05-05","South African soprano (Eoan Group)","22932","True","No"
"James Baker","2025-05-05","Australian rock drummer (The Scientists, Beasts of Bourbon, The Dubrovniks)","21147","False","Yes"
"James Foley","2025-05-06","American film director (''Glengarry Glen Ross'', ''Who's That Girl'', ''Fifty Shades Darker'')","64749","True","No"
"Joseph Nye","2025-05-06","American political scientist (''The Paradox of American Power'')","41989","False","Yes"
"Vakhtang Machavariani","2025-05-06","Georgian composer and conductor","16293","True","No"
"Joe Don Baker","2025-05-07","American actor (''GoldenEye'', ''Walking Tall'', ''Cape Fear'')","280584","False","Yes"
"Cleopa Msuya","2025-05-07","Tanzanian politician","15378","False","Yes"
"David Souter","2025-05-08","American jurist","299815","True","No"
"Xatar","2025-05-08","Iranian-born German rapper","102909","False","Yes"
"Chet Lemon","2025-05-08","American baseball player (Chicago White Sox, Detroit Tigers)","94307","True","No"
"Simon Mann","2025-05-08","British mercenary","88100","False","Yes"
"Josaia Raisuqe","2025-05-08","Fijian rugby union footballer (Stade Français, Nevers, Fiji 7s)","29486","False","Yes"
"Eddie Sheldrake","2025-05-08","American basketball player (UCLA Bruins) and restaurateur","20863","True","No"
"Andrew Norfolk","2025-05-08","British investigative reporter (''The Times'')","20475","False","Yes"
"Johnny Rodriguez","2025-05-09","American country singer (""You Always Come Back (To Hurting Me)"", ""Pass Me By (If You're Only Passing Through)"")","169814","False","Yes"
"Margot Friedländer","2025-05-09","German Holocaust survivor and public speaker","84023","False","Yes"
"Nadja Abd el Farrag","2025-05-09","German reality television participant and singer","60061","False","Yes"
"Sir Tom Farmer","2025-05-09","British car servicing executive","37365","False","Yes"
"Dragan Labović","2025-05-09","Serbian basketball player (FMP, BC Nokia, national team)","18692","True","No"
"Douglas Gibson","2025-05-09","South African diplomat and politician","15635","True","No"
"Koyo Kouoh","2025-05-10","Cameroonian-born Swiss museum curator (Zeitz MOCAA)","65863","False","Yes"
"Bob Cowper","2025-05-10","Australian cricketer (Victoria, Western Australia, national team)","24875","True","No"
"Subbanna Ayyappan","2025-05-10","Indian aquaculture scientist (Blue Revolution)","22279","True","No"
"Matthew Best","2025-05-10","English conductor and singer","20672","False","Yes"
"Sabu","2025-05-11","American professional wrestler (ECW, WWE, TNA)","736151","True","No"
"Robert Benton","2025-05-11","American film director (''Kramer vs. Kramer'', ''Places in the Heart'') and screenwriter (''Bonnie and Clyde'')","41967","True","No"
"Sharpe James","2025-05-11","American politician","33830","False","Yes"
"John Edwards","2025-05-11","American Hall of Fame singer (The Spinners)","27283","False","Yes"
"Alla Osipenko","2025-05-12","Russian ballerina (Kirov Ballet, Yacobson Ballet)","22387","True","No"
"Abdel Ghani al-Kikli","2025-05-12","Libyan militia leader","18393","False","Yes"
"José Mujica","2025-05-13","Uruguayan revolutionary and politician","385745","True","No"
"Mohammed Sinwar","2025-05-13","Palestinian militant","310750","True","No"
"Valeria Márquez","2025-05-13","Mexican influencer","73324","True","No"
"Richard Garwin","2025-05-13","American physicist","52084","False","Yes"
"Kit Bond","2025-05-13","American politician","47762","True","No"
"2025 Gaza European Hospital strikes","2025-05-13",":[https://www","31479","True","No"
"Muhammad Shabana","2025-05-13","Palestinian militant","26991","True","No"
"Tommy Vigorito","2025-05-13","American football player (Miami Dolphins)","24954","False","Yes"
"Rich Rollins","2025-05-13","American baseball player (Minnesota Twins, Milwaukee Brewers, Cleveland Indians)","24066","True","No"
"Eddie Marzuki Nalapraya","2025-05-13","Indonesian general and politician","18380","True","No"
"Cornal Hendricks","2025-05-14","South African rugby player (Bulls, Boland Cavaliers, national team)","76750","True","No"
"Daniel Bilalian","2025-05-14","French journalist","22276","False","Yes"
"Glen Edward Rogers","2025-05-15","American convicted serial killer","153832","False","Yes"
"Robert Walls","2025-05-15","Australian footballer (Carlton, Fitzroy)","83031","True","No"
"Charles Strouse","2025-05-15","American composer (''Bye Bye Birdie'', ''Applause'', ''Annie'')","45289","False","Yes"
"Luigi Alva","2025-05-15","Peruvian tenor (La Scala, Metropolitan Opera)","16868","True","No"
"Duncan Campbell","2025-05-16","British investigative journalist","44849","False","Yes"
"Damir Dokić","2025-05-16","Serbian tennis coach","39051","False","Yes"
"Meta Velander","2025-05-16","Swedish actress (''Honeymoon'', ''Dear Alice'', ''Marmalade Revolution'')","23220","True","No"
"Marianne Bernadotte","2025-05-16","Swedish actress","23214","True","No"
"Peter Lax","2025-05-16","Hungarian-born American mathematician (Lax equivalence theorem, Lax–Friedrichs method)","22222","True","No"
"Brian Glanville","2025-05-16","English football writer and novelist","17024","False","Yes"
"Shaun Dennis","2025-05-16","Scottish footballer (Raith Rovers, Hibernian, Brechin City)","16200","False","Yes"
"Emmanuel Kundé","2025-05-16","Cameroonian football player (Canon Yaoundé, national team) and manager (US Bitam)","15903","True","No"
"Adam Selwood","2025-05-17","Australian footballer (West Coast Eagles)","290847","False","Yes"
"Werenoi","2025-05-17","French rapper","117984","False","Yes"
"Jason Conti","2025-05-17","American baseball player (Arizona Diamondbacks, Tampa Bay Devil Rays, Milwaukee Brewers)","45438","False","Yes"
"Gawn Grainger","2025-05-17","Scottish actor (''Doctor Who'') and writer","27099","True","No"
"Paul Durcan","2025-05-17","Irish poet","17588","False","Yes"
"Colton Ford","2025-05-19","American gay pornographic actor (''Naked Fame'', ''The Lair'') and singer","103635","False","Yes"
"Yury Grigorovich","2025-05-19","Russian ballet dancer and choreographer (Bolshoi Ballet)","40663","False","Yes"
"Yuri Vladimirov","2025-05-19","Russian ballet dancer and choreographer (Bolshoi Ballet)","28946","True","No"
"Kathleen Hughes","2025-05-19","American actress (''It Came from Outer Space'', ''The Glass Web'', ''The Golden Blade'')","23994","True","No"
"Alice Notley","2025-05-19","American poet","17116","False","Yes"
"George Wendt","2025-05-20","American actor (''Cheers'', ''Forever Young'', ''Elf'')","1502986","False","Yes"
"Benjamin Ritchie","2025-05-20","American convicted murderer","119080","False","Yes"
"Jayant Narlikar","2025-05-20","Indian astrophysicist (Hoyle–Narlikar theory of gravity, Quasi-steady state cosmology)","91459","True","No"
"Gadi Kinda","2025-05-20","Ethiopian-born Israeli footballer (Ashdod, Sporting Kansas City, Israel national team)","56396","False","Yes"
"Kay Arthur","2025-05-20","American Christian author","51091","False","Yes"
"Patrick O'Flynn","2025-05-20","British journalist (''Daily Express'') and politician","47784","False","Yes"
"Marthe Cohn","2025-05-20","French spy","33214","True","No"
"Nino Benvenuti","2025-05-20","Italian boxer","25425","True","No"
"Matthew Lee Johnson","2025-05-20","American convicted murderer","21813","False","Yes"
"Michael B. Tretow","2025-05-20","Swedish record producer and sound engineer (ABBA)","19236","False","Yes"
"M. R. Srinivasan","2025-05-20","Indian nuclear scientist","16835","True","No"
"Jim Irsay","2025-05-21","American football executive","714707","False","Yes"
"Gerry Connolly","2025-05-21","American politician","262336","False","Yes"
"Alasdair MacIntyre","2025-05-21","Scottish-American philosopher (''After Virtue'')","74433","False","Yes"
"Andriy Portnov","2025-05-21","Ukrainian politician and presidential aide","68149","False","Yes"
"Nambala Keshava Rao","2025-05-21","Indian Maoist rebel","67737","True","No"
"George Coulam","2025-05-21","American businessman","35108","False","Yes"
"Randy Crowder","2025-05-21","American football player (Miami Dolphins, Tampa Bay Buccaneers)","22593","False","Yes"
"Georgia O'Connor","2025-05-22","English boxer","223994","False","Yes"
"Oscar Franklin Smith","2025-05-22","American convicted murderer","57445","False","Yes"
"Pippa Scott","2025-05-22","American actress (''As Young as We Are'', ''Auntie Mame'', ''Petulia'')","34504","False","Yes"
"Amanda Feilding","2025-05-22","British drug policy activist and aristocrat","27446","False","Yes"
"Mukul Dev","2025-05-23","Indian actor (''Dastak'', ''Yamla Pagla Deewana'', ''Son of Sardaar'')","1264123","False","Yes"
"Sebastião Salgado","2025-05-23","Brazilian photographer","84726","False","Yes"
"Sacha Jenkins","2025-05-23","American journalist (''Ego Trip'')","65205","True","No"
"Barbara Ferris","2025-05-23","English actress (''Catch Us If You Can'', ''All in Good Faith'') and fashion model","28886","False","Yes"
"Mary K. Gaillard","2025-05-23","American physicist","23283","False","Yes"
"Alan Yentob","2025-05-24","British television executive","201342","False","Yes"
"Malini Fonseka","2025-05-24","Sri Lankan actress (''Pilot Premnath'', ''Bambaru Avith'', ''Beddegama'') and politician","136518","False","Yes"
"Peter David","2025-05-24","American comic book writer (''The Incredible Hulk'', ''Young Justice'', ''Spider-Man 2099'') and novelist","134316","True","No"
"Susan Brownmiller","2025-05-24","American journalist and author (''Against Our Will'')","20891","False","Yes"
"Marcel Ophuls","2025-05-24","French filmmaker (''The Sorrow and the Pity'', ''Hotel Terminus: The Life and Times of Klaus Barbie'')","20552","False","Yes"
"John Peters","2025-05-24","British radio presenter (Radio Trent, Boom Radio)","17682","False","Yes"
"Phil Robertson","2025-05-25","American businessman (Duck Commander) and television personality (''Duck Dynasty'')","1198653","False","Yes"
"Harrison Ruffin Tyler","2025-05-25","American chemical engineer and preservationist","189380","False","Yes"
"Christophe Clement","2025-05-25","French-born American Thoroughbred horse trainer","21390","False","Yes"
"Simon House","2025-05-25","English multi-instrumentalist (Hawkwind, David Bowie, Third Ear Band)","19656","False","Yes"
"Stan Atkinson","2025-05-25","American television news anchor (KOVR, KCRA)","17111","True","No"
"Rick Derringer","2025-05-26","American musician (The McCoys)","567109","False","Yes"
"Charles Rangel","2025-05-26","American politician","192965","False","Yes"
"Robert Jarvik","2025-05-26","American medical engineer","43452","False","Yes"
"Len St. Jean","2025-05-26","American football player (New England Patriots)","19663","True","No"
"Ed Gale","2025-05-27","American stuntman (''Child's Play'') and actor (''Howard the Duck'', ''Spaceballs'')","232740","False","Yes"
"Freddie Aguilar","2025-05-27","Filipino musician and singer-songwriter (""Anak"")","179034","False","Yes"
"Presley Chweneyagae","2025-05-27","South African actor (''Tsotsi'', ''The River'')","141150","False","Yes"
"Choi Jung-woo","2025-05-27","South Korean actor (''Like a Virgin'', ''City Hunter'', ''Doctor Stranger'')","86664","True","No"
"Willie Stevenson","2025-05-27","Scottish footballer (Rangers, Liverpool, Stoke City)","31343","True","No"
"Ngũgĩ wa Thiong'o","2025-05-28","Kenyan novelist (''Weep Not, Child'', ''The River Between'', ''A Grain of Wheat'')","169283","False","Yes"
"Al Foster","2025-05-28","American jazz drummer","27966","True","No"
"Mohammed Said Hersi Morgan","2025-05-28","Somali military officer","21846","False","Yes"
"Per Nørgård","2025-05-28","Danish composer (''Gilgamesh'', Symphony No. 3) and academic teacher (Royal Academy of Music, Aarhus/Aalborg)","18539","True","No"
"Bernard Kerik","2025-05-29","American police officer and political consultant","201694","False","Yes"
"Rajesh","2025-05-29","Indian actor (''Kanni Paruvathile'', ''Achamillai Achamillai'', ''Virumaandi'')","164140","False","Yes"
"Alf Clausen","2025-05-29","American composer (''The Simpsons'', ''ALF'', ''Moonlighting'')","41644","True","No"
"Susann McDonald","2025-05-29","American classical harpist","18584","False","Yes"
"Loretta Swit","2025-05-30","American actress (''M*A*S*H'', ''Freebie and the Bean'', ''Race with the Devil'')","1119747","False","Yes"
"Valerie Mahaffey","2025-05-30","American actress (''The Doctors'', ''French Exit'', ''Young Sheldon'')","670324","False","Yes"
"Renée Victor","2025-05-30","American actress (''Weeds'', ''Coco'', ''The Elder Scrolls V: Skyrim'')","49627","False","Yes"
"Étienne-Émile Baulieu","2025-05-30","French endocrinologist and biochemist","28151","False","Yes"
"H. S. Venkateshamurthy","2025-05-30","Indian screenwriter (''Chinnari Mutha'', ''Kraurya'') and lyricist (''Kotreshi Kanasu'')","22939","True","No"
"Prentis Hancock","2025-05-30","British actor (''Space: 1999'', ''Doctor Who'', ''Spy Trap'')","16897","False","Yes"
"John Thrasher","2025-05-30","American politician and academic administrator","15082","False","Yes"
"John Brenkus","2025-05-31","American television producer (''Sport Science'')","352617","False","Yes"
"IMDb","2025-05-31","","106813","False","Yes"
"Stanley Fischer","2025-05-31","Israeli-American economist","50726","False","Yes"
"Mike McCallum","2025-05-31","Jamaican boxer (1976 Olympics)","49565","True","No"
"Valmik Thapar","2025-05-31","Indian naturalist (''Land of the Tiger'')","47038","False","Yes"
"Betsy Jochum","2025-05-31","American baseball player (South Bend Blue Sox)","21947","True","No"
"Ernesto Pellegrini","2025-05-31","Italian catering industry and football executive","20260","False","Yes"
"Jonathan Joss","2025-06-01","American actor (''King of the Hill'', ''Parks and Recreation'', ''The Magnificent Seven'')","1694673","False","Yes"
"Xu Qiliang","2025-06-02","Chinese military officer","26041","False","Yes"
"Pierre Nora","2025-06-02","French historian","23906","False","Yes"
"Jim Marshall","2025-06-03","American football player (Minnesota Vikings, Saskatchewan Roughriders, Cleveland Browns)","97483","True","No"
"Edmund White","2025-06-03","American writer (''Nocturnes for the King of Naples'', ''A Boy's Own Story'', ''The Beautiful Room Is Empty'')","93089","False","Yes"
"Juliette Powell","2025-06-03","American-Canadian media expert","50162","False","Yes"
"Shigeo Nagashima","2025-06-03","Japanese baseball player and manager (Yomiuri Giants)","39966","False","Yes"
"Eugen Doga","2025-06-03","Moldovan composer","22129","False","Yes"
"Marc Garneau","2025-06-04","Canadian politician and astronaut","126617","False","Yes"
"Clifton Jones","2025-06-04","Jamaican-British actor (''Space: 1999'', ''Watership Down'', ''China Moon'')","19384","False","Yes"
"Enzo Staiola","2025-06-04","Italian child actor (''Bicycle Thieves'', ''The Barefoot Contessa'', ''I'll Get You for This'')","18307","True","No"
"Nicole Croisille","2025-06-04","French singer and actress (''Erotissimo'', ''Les Uns et les Autres'', ''There Were Days... and Moons'')","17739","True","No"
"Edgar Lungu","2025-06-05","Zambian politician","105625","False","Yes"
"Bill Atkinson","2025-06-05","American computer engineer and programmer","86517","False","Yes"
"Norman Hutchins","2025-06-05","American gospel musician","60716","False","Yes"
"Walter Brueggemann","2025-06-05","American theologian and Old Testament scholar","36947","True","No"
"Tom Rafferty","2025-06-05","American football player (Dallas Cowboys)","27009","True","No"
"Eddie Garcia","2025-06-05","American football player (SMU, Green Bay Packers)","18030","True","No"
"Mike Eghan","2025-06-05","Ghanaian broadcaster","16114","False","Yes"
"Marise Wipani","2025-06-06","New Zealand beauty pageant contestant","93662","False","Yes"
"Scott Metcalfe","2025-06-06","Canadian ice hockey player (Edmonton Oilers, Buffalo Sabres, Rochester Americans)","24613","False","Yes"
"Abbas Khan Afridi","2025-06-06","Pakistani politician and businessman","16313","False","Yes"
"Uriah Rennie","2025-06-07","English football referee","107698","False","Yes"
"Luis Jalandoni","2025-06-07","Filipino-Dutch priest and rebel","22763","True","No"
"James Cook","2025-06-07","Jamaican-born British boxer","16818","True","No"
"Maganti Gopinath","2025-06-08","Indian politician","76855","True","No"
"Stu Wilson","2025-06-08","New Zealand rugby union player (Wellington, national team)","51721","False","Yes"
"Vladyslav Gorai","2025-06-08","Ukrainian operatic tenor (Odesa Opera and Ballet Theatre)","27085","False","Yes"
"David Greenwood","2025-06-08","American basketball player (Chicago Bulls, San Antonio Spurs, Detroit Pistons)","20908","False","Yes"
"Sly Stone","2025-06-09","American Hall of Fame musician (Sly and the Family Stone) and songwriter (""Everyday People"", ""Family Affair"")","755306","False","Yes"
"Frederick Forsyth","2025-06-09","English novelist (''The Day of the Jackal'', ''The Odessa File'', ''The Fourth Protocol'')","212787","False","Yes"
"Pik-Sen Lim","2025-06-09","Malaysian-British actress (''Emergency Ward 10'', ''Mind Your Language'', ''Johnny English Reborn'')","53507","False","Yes"
"Chris Robinson","2025-06-09","American actor (''General Hospital'', ''12 O'Clock High'', ''The Bold and the Beautiful'')","49865","False","Yes"
"David H. Murdock","2025-06-09","American food industry executive","42467","False","Yes"
"Ferdi Zeyrek","2025-06-09","Turkish politician","29988","False","Yes"
"Partho Ghosh","2025-06-09","Indian film director (''100 Days'', ''Dalaal'', ''Agni Sakshi'')","28267","True","No"
"Lucien Nedzi","2025-06-09","American politician","17310","True","No"
"Harris Yulin","2025-06-10","American actor (''Scarface'', ''Clear and Present Danger'', ''Ozark'')","224524","False","Yes"
"Gary England","2025-06-10","American meteorologist (KWTV)","48330","False","Yes"
"Paul Thomas","2025-06-10","American pornographic actor (''Candy Stripers'', ''Pretty Peaches'', ''Dracula Sucks'') and director","27902","False","Yes"
"Doug Skaff","2025-06-10","American politician","18248","True","No"
"Günther Uecker","2025-06-10","German painter","16659","False","Yes"
"Brian Wilson","2025-06-11","American Hall of Fame musician (The Beach Boys)","2600199","False","Yes"
"Ananda Lewis","2025-06-11","American television personality (MTV, ''While You Were Out'')","921442","False","Yes"
"Douglas McCarthy","2025-06-11","English musician (Nitzer Ebb)","88248","False","Yes"
"John Robbins","2025-06-11","American author (''Diet for a New America'')","30955","False","Yes"
"Gazi Yaşargil","2025-06-11","Turkish neurosurgeon","23263","True","No"
"Stella Chen","2025-06-11","Taiwanese politician","20488","True","No"
"Vijay Rupani","2025-06-12","Indian politician","1242824","False","Yes"
"Sir Geoff Palmer","2025-06-12","Jamaican-British academic and human rights activist","25585","False","Yes"
"June 2025 Israeli strikes on Iran","2025-06-13",":","1283524","True","No"
"Hossein Salami","2025-06-13","military officer","412489","False","Yes"
"Mohammad Bagheri","2025-06-13","military officer","364350","False","Yes"
"Amir Ali Hajizadeh","2025-06-13","military officer","190441","False","Yes"
"Fereydoon Abbasi","2025-06-13","nuclear scientist","155028","False","Yes"
"Gholam Ali Rashid","2025-06-13","military officer","126807","False","Yes"
"Mohammad Mehdi Tehranchi","2025-06-13","theoretical physicist[https://www","104473","False","Yes"
"Stephen Stanko","2025-06-13","American convicted murderer","75695","False","Yes"
"Betsy Gay","2025-06-13","American actress (''The Adventures of Tom Sawyer'', ''Our Gang Follies of 1938'')","32933","True","No"
"Atul Butte","2025-06-13","American medical researcher","29780","False","Yes"
"Franzo Grande Stevens","2025-06-13","Italian lawyer","21625","False","Yes"
"Ahmadreza Zolfaghari Daryani","2025-06-13","nuclear physicist and academic[https://ecoiran","18113","True","No"
"Hamilton Wanasinghe","2025-06-13","Sri Lankan army general","17711","True","No"
"Mehdi Rabbani","2025-06-13","military officer","16478","True","No"
"Melissa Hortman","2025-06-14","American politician","2164594","False","Yes"
"Leonard Lauder","2025-06-14","American cosmetics industry executive","110437","False","Yes"
"Violeta Chamorro","2025-06-14","Nicaraguan politician","64166","False","Yes"
"Afa Ah Loo","2025-06-14","Samoan fashion designer (''Project Runway'')","46764","False","Yes"
"Joel Shapiro","2025-06-14","American sculptor (''Untitled'', ''Loss and Regeneration'')","27624","False","Yes"
"Cocoy Laurel","2025-06-14","Filipino singer and actor (''Miss Saigon'')","25178","False","Yes"
"William Langewiesche","2025-06-15","American author and journalist (''The New York Times Magazine'', ''The Atlantic'')","38967","False","Yes"
"Mohammad Kazemi","2025-06-15","Iranian intelligence officer","27178","True","No"
"Patrick Ryan","2025-06-15","Irish defrocked priest and republican (Provisional Irish Republican Army)","24287","True","No"
"Kim Woodburn","2025-06-16","English television personality (''How Clean Is Your House?'')","356738","False","Yes"
"Dave Scott","2025-06-16","American choreographer (''You Got Served'', ''Step Up 2: The Streets'')","52431","False","Yes"
"Manuel Zarzo","2025-06-16","Spanish actor (''The Delinquents'', ''The Song of the Nightingale'', ''My Love Is Called Margarita'')","37334","False","Yes"
"Ron Taylor","2025-06-16","Canadian baseball player (St. Louis Cardinals, New York Mets) and team physician (Toronto Blue Jays)","33415","True","No"
"Anne Burrell","2025-06-17","American chef and television personality (''Secrets of a Restaurant Chef'', ''Worst Cooks in America'', ''Iron Chef America'')","3116500","False","Yes"
"Alfred Brendel","2025-06-17","Austrian pianist","101293","False","Yes"
"Ali Shadmani","2025-06-17","Iranian military officer","50434","True","No"
"Charles Burrell","2025-06-17","American classical and jazz bass player","21812","False","Yes"
"Bernard Lacombe","2025-06-17","French football player (Lyon, Bordeaux, national team) and manager","16669","False","Yes"
"Guido Tenesi","2025-06-17","American ice hockey player (Hershey Bears) and actor (''Slap Shot'')","15571","False","Yes"
"Lou Christie","2025-06-18","American singer-songwriter (""Lightnin' Strikes"", ""I'm Gonna Make You Mine"", ""Rhapsody in the Rain"")","238100","True","No"
"Maruti Chitampalli","2025-06-18","Indian naturalist","17629","True","No"
"Lynn Hamilton","2025-06-19","American actress (''Sanford and Son'', ''Generations'', ''Dangerous Women'')","166825","False","Yes"
"Gailard Sartain","2025-06-19","American actor (''The Buddy Holly Story'', ''Mississippi Burning'', ''Hey Vern, It's Ernest!'')","109469","False","Yes"
"Ayesha Khan","2025-06-19","Pakistani actress (''Afshan'', ''Aroosa'', ''Mehndi'')","108800","False","Yes"
"Jack Betts","2025-06-19","American actor (''Spider-Man'', ''One Life to Live'', ''Gods and Monsters'')","100641","False","Yes"
"James Prime","2025-06-19","Scottish musician (Deacon Blue)","44629","False","Yes"
"Raymond Laflamme","2025-06-19","Canadian theoretical physicist","17873","False","Yes"
