"name","death_date","description","pageviews","llm_knows_death","llm_response"
"Graham Thorpe","2024-08-04","English cricketer (Surrey, national team)","652245","True","No"
"Sid Eudy","2024-08-26","American professional wrestler (WWF, WCW)","631045","True","No"
"Sol Bamba","2024-08-31","Ivorian-French footballer (Hibernian, Cardiff City, Ivory Coast national team)","524226","True","No"
"Dame Maggie Smith","2024-09-27","British actress (''The Prime of Miss Jean Brodie'', ''Harry Potter'', ''Downton Abbey'')","4304795","False","Yes"
"James Earl Jones","2024-09-09","American actor (''Star Wars'', ''Fences'', ''The Lion King'')","3551437","True","No"
"Kris Kristofferson","2024-09-28","American Hall of Fame singer-songwriter (""Me and Bobby McGee"", ""Help Me Make It Through the Night"") and actor (''A Star Is Born'')","3365880","True","No"
"Hassan Nasrallah","2024-09-27","Lebanese Shia cleric and politician","2155024","False","Yes"
"Pete Rose","2024-09-30","American baseball player (Cincinnati Reds, Philadelphia Phillies, Montreal Expos) and manager","1438809","True","No"
"Dikembe Mutombo","2024-09-30","Congolese-American Hall of Fame basketball player (Denver Nuggets, Houston Rockets, Atlanta Hawks)","1187411","True","No"
"Tito Jackson","2024-09-15","American Hall of Fame musician (The Jackson 5)","1067027","False","Yes"
"Chad McQueen","2024-09-11","American actor (''The Karate Kid'', ''Martial Law'', ''Red Line'') and racing driver","889648","True","No"
"Gavin Creel","2024-09-30","American actor (''Thoroughly Modern Millie'', ''The Book of Mormon'', ''Hello, Dolly!'')","837520","False","Yes"
"Michaela DePrince","2024-09-10","Sierra Leonean-American ballerina","821359","True","No"
"Frankie Beverly","2024-09-10","American singer (Maze) and songwriter (""Before I Let Go"", ""Back in Stride"")","576089","True","No"
"Rebecca Cheptegei","2024-09-05","Ugandan Olympic long-distance runner (2024)","559931","True","No"
"James Darren","2024-09-02","American singer (""Goodbye Cruel World"") and actor (''Gidget'', ''T. J. Hooker'')","523287","False","Yes"
"Liam Payne","2024-10-16","English singer (One Direction)","12007110","False","Yes"
"Ratan Tata","2024-10-09","Indian conglomerate industry executive","6356696","True","No"
"Baba Siddique","2024-10-12","Indian politician","2296968","True","No"
"Yahya Sinwar","2024-10-16","Palestinian politician","1762300","True","No"
"Teri Garr","2024-10-29","American actress (''Tootsie'', ''Young Frankenstein'', ''Close Encounters of the Third Kind'')","1708534","True","No"
"George Baldock","2024-10-09","English-born Greek footballer (MK Dons, Sheffield United, Greece national team)","1259896","False","Yes"
"Fernando Valenzuela","2024-10-22","Mexican-American baseball player (Los Angeles Dodgers)","1129838","False","Yes"
"Ethel Kennedy","2024-10-10","American human rights advocate","991397","False","Yes"
"Paul Di'Anno","2024-10-21","English singer (Iron Maiden) and songwriter (""Running Free"")","586970","True","No"
"Alex Salmond","2024-10-12","Scottish politician","564066","True","No"
"Quincy Jones","2024-11-03","American Hall of Fame record producer (''Thriller'', ""We Are the World"")","2359640","False","Yes"
"Tony Todd","2024-11-06","American actor (''Candyman'', ''Platoon'', ''Final Destination'')","1060881","False","Yes"
"Song Jae-rim","2024-11-12","South Korean actor (''The Idle Mermaid'', ''Our Gap-soon'', ''Goodbye Mr. Black'') and model","907104","True","No"
"Bob Bryar","2024-11-24","American drummer (My Chemical Romance)","795417","False","Yes"
"Chuck Woolery","2024-11-23","American game show host (''Wheel of Fortune'', ''Love Connection'') and musician (The Avant-Garde)","677840","True","No"
"Peanut","2024-11-01","American eastern gray squirrel","582824","True","No"
"Timothy West","2024-11-12","English actor (''Hedda'', ''EastEnders'') and television presenter (''Great Canal Journeys'')","565211","True","No"
"Jimmy Carter","2024-12-29","American politician and humanitarian","7049711","True","No"
"Manmohan Singh","2024-12-26","Indian politician","2589105","False","Yes"
"Brian Thompson","2024-12-04","American insurance executive","2487324","False","Yes"
"Olivia Hussey","2024-12-27","British actress (''Romeo and Juliet'', ''Black Christmas'', ''Jesus of Nazareth'')","1233452","True","No"
"Rickey Henderson","2024-12-20","American Hall of Fame baseball player (Oakland Athletics, New York Yankees, San Diego Padres)","1106879","False","Yes"
"Greg Gumbel","2024-12-27","American sportscaster (CBS Sports, NFL)","1014310","True","No"
"Zakir Hussain","2024-12-15","Indian tabla player (Shakti)","969821","False","Yes"
"Linda Lavin","2024-12-29","American actress (''Alice'', ''B Positive'', ''Broadway Bound'')","791724","False","Yes"
"Anita Bryant","2024-12-16","American singer (""Paper Roses"", ""My Little Corner of the World"") and anti-gay rights activist (Save Our Children)","619025","False","Yes"
"Jocelyn Wildenstein","2024-12-31","Swiss socialite","600873","True","No"
"David Lynch","2025-01-16","American film director (''Blue Velvet'', ''Mulholland Drive'') and television producer (''Twin Peaks'')","4313423","False","Yes"
"Jeff Baena","2025-01-03","American film director and screenwriter (''The Little Hours'', ''Horse Girl'', ''Spin Me Round'')","2731423","False","Yes"
"Marianne Faithfull","2025-01-30","English singer (""As Tears Go By"")","1409306","False","Yes"
"The Vivienne","2025-01-03","British drag queen (''RuPaul's Drag Race UK'', ''RuPaul's Drag Race All Stars'', ''Dancing on Ice'')","1248090","False","Yes"
"Bob Uecker","2025-01-16","American baseball player (St. Louis Cardinals)","833978","False","Yes"
"Denis Law","2025-01-17","Scottish footballer (Manchester United, Huddersfield Town, national team)","752438","False","Yes"
"Dame Joan Plowright","2025-01-16","English actress (''Enchanted April'', ''A Taste of Honey'', ''101 Dalmatians'')","630291","False","Yes"
"Tony Slattery","2025-01-14","British actor (''The Crying Game'', ''Peter's Friends'')","590581","True","No"
"John Sykes","2025-01-20","English guitarist (Thin Lizzy, Whitesnake) and songwriter (""Is This Love"")","537282","True","No"
"Gene Hackman","2025-02-18","American actor (''The French Connection'', ''Mississippi Burning'', ''Unforgiven'')","8602463","False","Yes"
"Michelle Trachtenberg","2025-02-26","American actress (''Buffy the Vampire Slayer'', ''Harriet the Spy'', ''Gossip Girl'')","8096790","False","Yes"
"Kim Sae-ron","2025-02-16","South Korean actress (''A Brand New Life'', ''The Man from Nowhere'', ''A Girl at My Door'')","3200217","False","Yes"
"Barbie Hsu","2025-02-02","Taiwanese actress (''Meteor Garden'', ''Mars'')","1280150","False","Yes"
"Aga Khan IV","2025-02-04","Swiss-born British-Portuguese religious leader","1027614","False","Yes"
"Roberta Flack","2025-02-24","American singer (""Killing Me Softly with His Song"", ""The First Time Ever I Saw Your Face"", ""Feel Like Makin' Love"")","1024799","True","No"
"Irv Gotti","2025-02-05","American record producer (""Foolish"", ""Always on Time"") and executive (Murder Inc. Records)","822570","True","No"
"Betsy Arakawa","2025-02-12","American pianist","762530","False","Yes"
"George Foreman","2025-03-21","American boxer (two-time world heavyweight champion)","2879928","False","Yes"
"Richard Chamberlain","2025-03-29","American actor (''Dr. Kildare'', ''The Thorn Birds'', ''Shōgun'')","1266495","False","Yes"
"Angie Stone","2025-03-01","American singer (""No More Rain (In This Cloud)"", ""Wish I Didn't Miss You"") and rapper (The Sequence)","1223938","True","No"
"Eddie Jordan","2025-03-20","Irish Formula One team owner (Jordan Grand Prix) and television presenter (''Top Gear'')","638200","False","Yes"
"Pamela Bach","2025-03-05","American actress (''Baywatch'')","614142","False","Yes"
"Manoj Bharathiraja","2025-03-25","Indian actor (''Annakodi'', ''Baby'')","522550","False","Yes"
"Pope Francis","2025-04-21","Argentine Roman Catholic prelate","10591981","False","Yes"
"Val Kilmer","2025-04-01","American actor (''Top Gun'', ''The Doors'', ''Batman Forever'')","6774069","False","Yes"
"Virginia Giuffre","2025-04-25","American-Australian justice advocate","1085703","False","Yes"
"Manoj Kumar","2025-04-04","Indian actor (''Kranti'', ''Upkar'', ''Roti Kapada Aur Makaan'')","765181","True","No"
"Kyren Lacy","2025-04-12","American football player (LSU Tigers, Louisiana Ragin' Cajuns)","712798","False","Yes"
"Jay North","2025-04-06","American actor (''Dennis the Menace'', ''Maya'', ''Arabian Knights'')","676925","False","Yes"
"Rubby Pérez","2025-04-08","merengue singer","609620","False","Yes"
"Nora Aunor","2025-04-16","Filipino actress (''Tatlong Taong Walang Diyos'', ''Trap'', ''Hustisya'') and singer","534739","False","Yes"
"Nicky Katt","2025-04-08","American actor (''Dazed and Confused'', ''Boston Public'', ''Boiler Room'')","526164","True","No"
"George Wendt","2025-05-20","American actor (''Cheers'', ''Forever Young'', ''Elf'')","1502986","False","Yes"
"Mukul Dev","2025-05-23","Indian actor (''Dastak'', ''Yamla Pagla Deewana'', ''Son of Sardaar'')","1264123","True","No"
"Phil Robertson","2025-05-25","American businessman (Duck Commander) and television personality (''Duck Dynasty'')","1198653","False","Yes"
"Loretta Swit","2025-05-30","American actress (''M*A*S*H'', ''Freebie and the Bean'', ''Race with the Devil'')","1119747","False","Yes"
"Sabu","2025-05-11","American professional wrestler (ECW, WWE, TNA)","736151","True","No"
"Jim Irsay","2025-05-21","American football executive","714707","False","Yes"
"Valerie Mahaffey","2025-05-30","American actress (''The Doctors'', ''French Exit'', ''Young Sheldon'')","670324","False","Yes"
"Ruth Buzzi","2025-05-01","American comedian (''Rowan & Martin's Laugh-In'') and actress (''Sesame Street'', ''That Girl'')","648978","False","Yes"
"Rick Derringer","2025-05-26","American musician (The McCoys)","567109","False","Yes"
"Anne Burrell","2025-06-17","American chef and television personality (''Secrets of a Restaurant Chef'', ''Worst Cooks in America'', ''Iron Chef America'')","3116500","False","Yes"
"Brian Wilson","2025-06-11","American Hall of Fame musician (The Beach Boys)","2600199","False","Yes"
"Melissa Hortman","2025-06-14","American politician","2164594","False","Yes"
"Shefali Jariwala","2025-06-27","Indian reality show personality (''Nach Baliye'', ''Bigg Boss'') and actress (''Baby Come Naa'')","2122348","False","Yes"
"Jonathan Joss","2025-06-01","American actor (''King of the Hill'', ''Parks and Recreation'', ''The Magnificent Seven'')","1694673","False","Yes"
"Vijay Rupani","2025-06-12","Indian politician","1242824","False","Yes"
"Ananda Lewis","2025-06-11","American television personality (MTV, ''While You Were Out'')","921442","False","Yes"
"Sly Stone","2025-06-09","American Hall of Fame musician (Sly and the Family Stone) and songwriter (""Everyday People"", ""Family Affair"")","755306","False","Yes"
"Bobby Sherman","2025-06-24","American singer (""Little Woman"", ""Julie, Do Ya Love Me"") and actor (''Here Come the Brides'')","714271","False","Yes"
"Ozzy Osbourne","2025-07-22","English Hall of Fame musician (Black Sabbath)","13675365","False","Yes"
"Hulk Hogan","2025-07-24","American Hall of Fame professional wrestler (WWF, WCW) and actor (''Suburban Commando'')","6612086","False","Yes"
"Diogo Jota","2025-07-03","Portuguese footballer (Wolverhampton Wanderers, Liverpool, national team)","5634561","False","Yes"
"Malcolm-Jamal Warner","2025-07-20","American actor (''The Cosby Show'', ''Malcolm & Eddie'', ''The Resident'') and musician","4745057","False","Yes"
"Julian McMahon","2025-07-02","Australian actor (''Nip/Tuck'', ''Fantastic Four'', ''Home and Away'')","3102273","False","Yes"
"Michael Madsen","2025-07-03","American actor (''Reservoir Dogs'', ''Kill Bill'', ''Donnie Brasco'')","2407988","False","Yes"
"Connie Francis","2025-07-16","American pop singer (""Everybody's Somebody's Fool"", ""Pretty Little Baby"", ""My Heart Has a Mind of Its Own"")","1433654","False","Yes"
"Chuck Mangione","2025-07-22","American flugelhornist","1259801","False","Yes"
"André Silva","2025-07-03","Portuguese footballer (Penafiel)","1039189","False","Yes"
"Felix Baumgartner","2025-07-17","Austrian skydiver and extreme sportsman (Red Bull Stratos)","884212","False","Yes"
"Ryne Sandberg","2025-07-28","American Hall of Fame baseball player (Chicago Cubs) and manager (Philadelphia Phillies)","859883","False","Yes"
"Jimmy Swaggart","2025-07-01","American evangelist","591492","True","No"
"Tom Lehrer","2025-07-26","American singer-songwriter (""The Elements"", ""The Old Dope Peddler"", ""The Vatican Rag"")","556723","True","No"
"Andrea Gibson","2025-07-14","American poet","554717","False","Yes"
"Loni Anderson","2025-08-03","American actress (''WKRP in Cincinnati'', ''All Dogs Go to Heaven'', ''A Night at the Roxbury'')","1576690","False","Yes"
"Terence Stamp","2025-08-17","English actor (''Billy Budd'', ''Superman II'', ''The Adventures of Priscilla, Queen of the Desert'')","1421090","False","Yes"
"Frank Caprio","2025-08-20","American judge and television personality (''Parking Wars'')","1342343","False","Yes"
"Jim Lovell","2025-08-07","American astronaut (Gemini 12, Apollo 8, Apollo 13)","775779","False","Yes"
"Danielle Spencer","2025-08-11","American actress (''What's Happening!!'') and veterinarian","632180","False","Yes"
"James Dobson","2025-08-21","American evangelist and writer (''Marriage Under Fire'')","589885","False","Yes"
"Priya Marathe","2025-08-31","Indian actress (''Ya Sukhano Ya'', ''Tu Tithe Me'', ''Pavitra Rishta'')","576681","False","Yes"
"Brent Hinds","2025-08-20","American heavy metal musician (Mastodon, Giraffe Tongue Orchestra) and songwriter (""Colony of Birchmen"")","568308","False","Yes"
"Charlie Kirk","2025-09-10","American conservative activist","40990621","False","Yes"
"Robert Redford","2025-09-16","American actor (''Butch Cassidy and the Sundance Kid'', ''All the President's Men'') and film director (''Ordinary People'')","5978389","False","Yes"
"Ricky Hatton","2025-09-14","English professional boxer","2488086","False","Yes"
"Zubeen Garg","2025-09-19","Indian singer-songwriter and actor (''Tumi Mor Matho Mor'', ''Mon Jaai'', ''Rodor Sithi'')","2304127","False","Yes"
"Katharine, Duchess of Kent","2025-09-04","British royal","1447744","False","Yes"
"Graham Greene","2025-09-01","Canadian actor (''Dances With Wolves'', ''Die Hard with a Vengeance'', ''The Green Mile'') and recording artist","1438260","False","Yes"
"Giorgio Armani","2025-09-04","Italian fashion designer","1433664","False","Yes"
"Assata Shakur","2025-09-25","American political activist and fugitive (Black Liberation Army)","1010261","False","Yes"
"Yu Menglong","2025-09-11","Chinese actor (''Go Princess Go'', ''Eternal Love'', ''The Legend of the White Snake'')","932204","False","Yes"
"Claudia Cardinale","2025-09-23","Italian actress (''Once Upon a Time in the West'', ''The Leopard'', ''8½'')","538182","False","Yes"
"Brett James","2025-09-18","American country singer and songwriter (""Jesus, Take the Wheel"")","501241","False","Yes"
"Diane Keaton","2025-10-11","American actress (''Annie Hall'', ''The Godfather'', ''Something's Gotta Give'')","9291165","False","Yes"
"Dame Jane Goodall","2025-10-01","English zoologist and primatologist","3165216","False","Yes"
"D'Angelo","2025-10-14","American singer-songwriter (""Lady"", ""Brown Sugar"", ""Untitled (How Does It Feel)"")","2150738","False","Yes"
"Ace Frehley","2025-10-16","American Hall of Fame guitarist (Kiss) and songwriter (""Cold Gin"", ""Rocket Ride"")","2024576","False","Yes"
"Daniel Naroditsky","2025-10-19","American chess grandmaster","1679994","False","Yes"
"Satish Shah","2025-10-25","Indian actor (''Jaane Bhi Do Yaaro'', ''Sarabhai vs Sarabhai'', ''Om Shanti Om'') and comedian","1042099","False","Yes"
"Sam Rivers","2025-10-18","American bassist (Limp Bizkit)","932846","False","Yes"
"Nick Mangold","2025-10-25","American football player (New York Jets)","869705","False","Yes"
"Dame Patricia Routledge","2025-10-03","English actress (''Keeping Up Appearances'', ''Hetty Wainthropp Investigates'', ''Darling of the Day'') and singer","856517","False","Yes"
"Pankaj Dheer","2025-10-15","Indian actor (''Mahabharat'', ''Chandrakanta'', ''The Great Maratha'')","726585","False","Yes"
"June Lockhart","2025-10-23","American actress (''Lost in Space'', ''Lassie'', ''Petticoat Junction'')","706676","False","Yes"
"Asrani","2025-10-20","Indian actor (''Sholay'', ''Khatta Meetha'') and director (''Dil Hi To Hai'')","669642","False","Yes"
"Arthur Jones","2025-10-03","American football player (Baltimore Ravens, Indianapolis Colts, Washington Redskins)","581989","False","Yes"
"Doug Martin","2025-10-18","American football player (Tampa Bay Buccaneers, Oakland Raiders)","565038","False","Yes"
"Prunella Scales","2025-10-27","English actress (''Fawlty Towers'', ''A Question of Attribution'', ''Howards End'')","535238","False","Yes"
"Dharmendra","2025-11-24","Indian actor (''Ayee Milan Ki Bela'', ''Mera Gaon Mera Desh'', ''Life in a... Metro'') and politician","2434519","False","Yes"
"Dick Cheney","2025-11-03","American politician","2313061","False","Yes"
"Marshawn Kneeland","2025-11-06","American football player (Western Michigan Broncos, Dallas Cowboys)","1751181","False","Yes"
"Diane Ladd","2025-11-03","American actress (''Alice Doesn't Live Here Anymore'', ''Wild at Heart'', ''Rambling Rose'')","1171493","False","Yes"
"Cleto Escobedo III","2025-11-11","American musician (Cleto and the Cletones) and bandleader (''Jimmy Kimmel Live!'')","725586","False","Yes"
"Sir Tom Stoppard","2025-11-29","Czech-born British playwright (''Rosencrantz and Guildenstern Are Dead'') and screenwriter (''Shakespeare in Love'', ''Empire of the Sun'')","715229","False","Yes"
"Mani","2025-11-20","English rock bassist (The Stone Roses, Primal Scream)","677784","False","Yes"
"Pauline Collins","2025-11-05","British actress (''Shirley Valentine'', ''Upstairs, Downstairs'', ''City of Joy'')","673750","False","Yes"
"Udo Kier","2025-11-23","German actor (''Flesh for Frankenstein'', ''My Own Private Idaho'', ''Blade'')","543158","False","Yes"
"James Watson","2025-11-06","American molecular biologist (nucleic acid double helix)","504971","False","Yes"
"Rob Reiner","2025-12-14","American actor (''All in the Family'') and film director (''This Is Spinal Tap'', ''When Harry Met Sally...'')","12699297","False","Yes"
"Brigitte Bardot","2025-12-28","French actress (''And God Created Woman'', ''Contempt'', ''La Vérité'') and animal rights activist","2691958","False","Yes"
"James Ransone","2025-12-19","American actor (''The Wire'', ''It Chapter Two'', ''The Black Phone'')","2216092","False","Yes"
"Greg Biffle","2025-12-18","American racing driver (NASCAR, ARCA Menards Series West)","1550300","False","Yes"
"Chris Rea","2025-12-22","English singer-songwriter (""Fool (If You Think It's Over)"", ""Driving Home for Christmas"", ""The Road to Hell"")","1272489","False","Yes"
"Peter Greene","2025-12-12","American actor (''Pulp Fiction'', ''The Mask'', ''Clean, Shaven'')","1237352","False","Yes"
"Vince Zampella","2025-12-21","American video game developer (''Call of Duty'', ''Titanfall'', ''Star Wars Jedi: Fallen Order'')","1079073","False","Yes"
"Tatiana Schlossberg","2025-12-30","American journalist (''The New York Times'')","953338","False","Yes"
"Anthony Geary","2025-12-14","American actor (''General Hospital'', ''UHF'', ''Teacher's Pet'')","820047","False","Yes"
"Sophie Kinsella","2025-12-10","English novelist (''Shopaholic'', ''Can You Keep a Secret?'', ''The Undomestic Goddess'')","560504","False","Yes"
"Cary-Hiroyuki Tagawa","2025-12-04","American actor (''Licence to Kill'', ''Mortal Kombat'', ''The Man in the High Castle'')","500572","False","Yes"
